"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","CZ error","Gate length (ns)","RZZ error","Operational"
"91","335.16104300364344","108.86621172548037","0.0078125","0.00634765625","0.00927734375","2280","0.00028589844681331614","32","0.00028589844681331614","0","0.00028589844681331614","0.00028589844681331614","98:0.0021083001821633474;90:0.002343535189380075;92:0.0016103056825203521","98:68;90:68;92:68","98:0.002263205027460302;90:0.022968970732993116;92:0.0019364607293055613","Yes"
"92","234.20482308058013","153.17192011920073","0.03466796875","0.00927734375","0.06005859375","2280","0.0003392394363704858","32","0.0003392394363704858","0","0.0003392394363704858","0.0003392394363704858","91:0.0016103056825203521;93:0.0021568203620379034","91:68;93:68","91:0.0019364607293055613;93:0.001622972593717742","Yes"
"93","253.81849667620776","122.87976477769021","0.009521484375","0.015625","0.00341796875","2280","0.00012826287678428558","32","0.00012826287678428558","0","0.00012826287678428558","0.00012826287678428558","94:0.0023915994547877018;79:0.0017926441437353668;92:0.0021568203620379034","94:68;79:68;92:68","94:0.0025659475919879993;79:0.0014155577863605717;92:0.001622972593717742","Yes"
"94","307.8245138660392","198.7577433368166","0.015380859375","0.01220703125","0.0185546875","2280","0.00018084859451360545","32","0.00018084859451360545","0","0.00018084859451360545","0.00018084859451360545","93:0.0023915994547877018;95:0.0014191101109168047","93:68;95:68","93:0.0025659475919879993;95:0.0021728057758056973","Yes"
"95","355.6398444235492","254.96744585360995","0.005126953125","0.0048828125","0.00537109375","2280","0.0002359365241268049","32","0.0002359365241268049","0","0.0002359365241268049","0.0002359365241268049","99:0.0020086039935433286;94:0.0014191101109168047","99:68;94:68","99:0.002084916371635215;94:0.0021728057758056973","Yes"
"96","369.4212196975149","158.08025026919975","0.00439453125","0.00341796875","0.00537109375","2280","0.00017446160379829388","32","0.00017446160379829388","0","0.00017446160379829388","0.00017446160379829388","83:0.00174429214239058;103:0.0016235168054642146","83:68;103:68","83:0.0015243236618865674;103:0.013801412990703893","Yes"
"97","320.36282633783634","73.96471530028654","0.003173828125","0.00537109375","0.0009765625","2280","0.00018487497472585026","32","0.00018487497472585026","0","0.00018487497472585026","0.00018487497472585026","87:0.0017483864355350986;107:0.0020040779708073164","87:68;107:68","87:0.0028037746854748247;107:0.002689787268985361","Yes"
"98","316.2292510623795","53.302082368303296","0.004638671875","0.00634765625","0.0029296875","2280","0.00025263650038640417","32","0.00025263650038640417","0","0.00025263650038640417","0.00025263650038640417","91:0.0021083001821633474;111:0.0015372345293546974","91:68;111:68","91:0.002263205027460302;111:0.002733921884718743","Yes"
"99","257.9625504907437","200.6919389820086","0.016357421875","0.0126953125","0.02001953125","2280","0.00014735362081316143","32","0.00014735362081316143","0","0.00014735362081316143","0.00014735362081316143","115:0.0054392892345406785;95:0.0020086039935433286","115:68;95:68","115:0.006993662536670886;95:0.002084916371635215","Yes"
"100","175.11024868407978","155.76821390063648","0.006591796875","0.01220703125","0.0009765625","2280","0.00038807076381736956","32","0.00038807076381736956","0","0.00038807076381736956","0.00038807076381736956","101:0.0026269106286400945","101:68","101:0.0029485606570261724","Yes"
"101","309.3438162416857","170.38308257228343","0.00390625","0.0048828125","0.0029296875","2280","0.0001653054947343597","32","0.0001653054947343597","0","0.0001653054947343597","0.0001653054947343597","100:0.0026269106286400945;116:0.006130853774492961;102:0.0012946136583758816","100:68;116:68;102:68","100:0.0029485606570261724;116:0.0061140156721235794;102:0.004163057849640439","Yes"
"102","283.79821903709393","192.72227907224666","0.006103515625","0.01220703125","0","2280","0.0002733662751305975","32","0.0002733662751305975","0","0.0002733662751305975","0.0002733662751305975","101:0.0012946136583758816;103:0.0015379334391230903","101:68;103:68","101:0.004163057849640439;103:0.001784331758447416","Yes"
"103","293.36812913645696","75.25717266382563","0.004150390625","0.00439453125","0.00390625","2280","0.00022117154455906065","32","0.00022117154455906065","0","0.00022117154455906065","0.00022117154455906065","104:0.001908148379585528;96:0.0016235168054642146;102:0.0015379334391230903","104:68;96:68;102:68","104:0.0032281393325936103;96:0.013801412990703893;102:0.001784331758447416","Yes"
"104","204.03779904544888","298.77721685324457","0.005126953125","0.00732421875","0.0029296875","2280","0.0003437041596726646","32","0.0003437041596726646","0","0.0003437041596726646","0.0003437041596726646","103:0.001908148379585528;105:0.00137154422632646","103:68;105:68","103:0.0032281393325936103;105:0.001862484059750008","Yes"
"105","169.61120531132076","218.41566868465006","0.005615234375","0.00927734375","0.001953125","2280","0.00024678237406259993","32","0.00024678237406259993","0","0.00024678237406259993","0.00024678237406259993","104:0.00137154422632646;106:0.0013227112649427941;117:0.0015610876304306132","104:68;106:68;117:68","104:0.001862484059750008;106:0.0038225495095550177;117:0.0022280437150847543","Yes"
"106","153.9347181322245","236.09887310832718","0.005615234375","0.01025390625","0.0009765625","2280","0.0001641457866563144","32","0.0001641457866563144","0","0.0001641457866563144","0.0001641457866563144","107:0.0027545992256295393;105:0.0013227112649427941","107:68;105:68","107:0.0018189738629841579;105:0.0038225495095550177","Yes"
"107","208.09497354725588","228.2676734423872","0.007568359375","0.00927734375","0.005859375","2280","0.0001740346333615061","32","0.0001740346333615061","0","0.0001740346333615061","0.0001740346333615061","106:0.0027545992256295393;108:0.0017841444403166873;97:0.0020040779708073164","106:68;108:68;97:68","106:0.0018189738629841579;108:0.002013071928513077;97:0.002689787268985361","Yes"
"108","190.9393712674442","152.62202665160052","0.010009765625","0.0146484375","0.00537109375","2280","0.0003096210721981366","32","0.0003096210721981366","0","0.0003096210721981366","0.0003096210721981366","107:0.0017841444403166873;109:0.0013947054627582167","107:68;109:68","107:0.002013071928513077;109:0.0018572135111496468","Yes"
"109","250.48797265701208","254.11615701672605","0.003662109375","0.00634765625","0.0009765625","2280","0.0003065821055228401","32","0.0003065821055228401","0","0.0003065821055228401","0.0003065821055228401","108:0.0013947054627582167;110:0.0012430804090856062;118:0.0039955133829894796","108:68;110:68;118:68","108:0.0018572135111496468;110:0.0015243339064180683;118:0.0016737469118081327","Yes"
"110","219.19379816251768","144.30112795151229","0.00537109375","0.00732421875","0.00341796875","2280","0.0001799455183155889","32","0.0001799455183155889","0","0.0001799455183155889","0.0001799455183155889","109:0.0012430804090856062;111:0.0023058442516934174","109:68;111:68","109:0.0015243339064180683;111:0.00459465594441652","Yes"
"111","474.54039736775434","264.0785372296453","0.0244140625","0.00634765625","0.04248046875","2280","0.0003666643576915615","32","0.0003666643576915615","0","0.0003666643576915615","0.0003666643576915615","110:0.0023058442516934174;98:0.0015372345293546974","112:68;110:68;98:68","112:0.08321697323037211;110:0.00459465594441652;98:0.002733921884718743","Yes"
"112","237.6165834925317","103.41842076070728","0.065673828125","0.12060546875","0.0107421875","2280","0.00030768045256925584","32","0.00030768045256925584","0","0.00030768045256925584","0.00030768045256925584","","111:68;113:68","111:0.08321697323037211","Yes"
"113","259.5962194661813","110.27198837089492","0.1318359375","0.15673828125","0.10693359375","2280","","32","","0","","","119:0.005603105987432133;114:0.006345857205884875","119:68;112:68;114:68","","Yes"
"114","300.6414907741442","31.04012498360765","0.011474609375","0.01123046875","0.01171875","2280","0.0002385979751856634","32","0.0002385979751856634","0","0.0002385979751856634","0.0002385979751856634","115:0.0064828312646169894;113:0.006345857205884875","115:68;113:68","115:0.004295909365581552","Yes"
"115","322.655990036533","9.703917160228379","0.0087890625","0.00732421875","0.01025390625","2280","0.00025405486899651237","32","0.00025405486899651237","0","0.00025405486899651237","0.00025405486899651237","99:0.0054392892345406785;114:0.0064828312646169894","99:68;114:68","99:0.006993662536670886;114:0.004295909365581552","Yes"
"116","196.04075589845715","163.8276574526037","0.00341796875","0.00439453125","0.00244140625","2280","0.00043445273873027746","32","0.00043445273873027746","0","0.00043445273873027746","0.00043445273873027746","101:0.006130853774492961;121:0.007565535773271931","101:68;121:68","101:0.0061140156721235794;121:0.011264229295406436","Yes"
"117","331.4241260151991","227.3985292163971","0.00634765625","0.0078125","0.0048828125","2280","0.00018365658093991442","32","0.00018365658093991442","0","0.00018365658093991442","0.00018365658093991442","105:0.0015610876304306132;125:0.0023650264543580435","105:68;125:68","105:0.0022280437150847543;125:0.005546278729560178","Yes"
"118","187.39289106175877","133.15483269440227","0.004638671875","0.00830078125","0.0009765625","2280","0.00013511310676005394","32","0.00013511310676005394","0","0.00013511310676005394","0.00013511310676005394","109:0.0039955133829894796;129:0.0014863915378217074","109:68;129:68","109:0.0016737469118081327;129:0.0014278635939996842","Yes"
"119","196.9474329550936","235.24346247000008","0.02490234375","0.01806640625","0.03173828125","2280","0.0009932280903440184","32","0.0009932280903440184","0","0.0009932280903440184","0.0009932280903440184","113:0.005603105987432133;133:0.05279818761493199","113:68;133:68","133:0.012564479710258397","Yes"
"120","54.88033820510503","39.50050496322777","0.1865234375","0.373046875","0","2280","0.019189463349708804","32","0.019189463349708804","0","0.019189463349708804","0.019189463349708804","121:0.14706913584930842","121:68","","Yes"
"121","227.28343014744655","119.14385369770531","0.0087890625","0.009765625","0.0078125","2280","0.0005770979087481159","32","0.0005770979087481159","0","0.0005770979087481159","0.0005770979087481159","120:0.14706913584930842;122:0.014281668827797495;116:0.007565535773271931","120:68;122:68;116:68","122:0.01792766418498809;116:0.011264229295406436","Yes"
"122","280.64080715425155","189.72023192350375","0.0087890625","0.01220703125","0.00537109375","2280","0.0009113041630732913","32","0.0009113041630732913","0","0.0009113041630732913","0.0009113041630732913","121:0.014281668827797495;123:0.0026455399513912736","121:68;123:68","121:0.01792766418498809;123:0.002903040779233673","Yes"
"123","295.5810814300999","22.61152264612208","0.0068359375","0.0029296875","0.0107421875","2280","0.00016078616780743665","32","0.00016078616780743665","0","0.00016078616780743665","0.00016078616780743665","136:0.0017210298263530543;124:0.0016277451665485665;122:0.0026455399513912736","136:68;124:68;122:68","136:0.0019681363167139976;124:0.004037376423728228;122:0.002903040779233673","Yes"
"124","260.4527474877507","174.87376499885332","0.009521484375","0.009765625","0.00927734375","2280","0.00019502065249660285","32","0.00019502065249660285","0","0.00019502065249660285","0.00019502065249660285","123:0.0016277451665485665;125:0.00180587183274733","123:68;125:68","123:0.004037376423728228;125:0.0026281654548497013","Yes"
"125","284.0691674693854","209.101745840569","0.0732421875","0.0537109375","0.0927734375","2280","0.0002454696255079449","32","0.0002454696255079449","0","0.0002454696255079449","0.0002454696255079449","117:0.0023650264543580435;124:0.00180587183274733;126:0.0021990750941183745","117:68;124:68;126:68","117:0.005546278729560178;124:0.0026281654548497013;126:0.001959287979589164","Yes"
"126","287.9087182037275","213.51447293974496","0.005859375","0.0078125","0.00390625","2280","0.00032349817884476346","32","0.00032349817884476346","0","0.00032349817884476346","0.00032349817884476346","127:0.0016113890661544894;125:0.0021990750941183745","127:68;125:68","127:0.002684664545420906;125:0.001959287979589164","Yes"
"127","294.76601728515465","116.11223619750831","0.09814453125","0.07421875","0.1220703125","2280","0.000272701118123634","32","0.000272701118123634","0","0.000272701118123634","0.000272701118123634","126:0.0016113890661544894;128:0.0020561312850441993;137:0.0012840604498076946","126:68;128:68;137:68","126:0.002684664545420906;128:0.002943801768327675;137:0.004938739379493184","Yes"
"128","158.1741342345153","47.33717270071802","0.0087890625","0.01220703125","0.00537109375","2280","0.00019299385465256947","32","0.00019299385465256947","0","0.00019299385465256947","0.00019299385465256947","127:0.0020561312850441993;129:0.0016900223288731642","127:68;129:68","127:0.002943801768327675;129:0.000846701416732959","Yes"
"129","144.01862887413768","100.84680586422822","0.01416015625","0.02783203125","0.00048828125","2280","0.0003316740648067814","32","0.0003316740648067814","0","0.0003316740648067814","0.0003316740648067814","130:0.055191202342946055;128:0.0016900223288731642;118:0.0014863915378217074","130:68;128:68;118:68","130:0.008232519000529848;128:0.000846701416732959;118:0.0014278635939996842","Yes"
"130","206.45357076194452","285.5786253133332","0.040283203125","0.07421875","0.00634765625","2280","0.0007212807463633291","32","0.0007212807463633291","0","0.0007212807463633291","0.0007212807463633291","129:0.055191202342946055","129:68;131:68","129:0.008232519000529848","Yes"
"131","56.07242687783864","38.991787001017194","0.15380859375","0.1455078125","0.162109375","2280","0.0005029466257654981","32","0.0005029466257654981","0","0.0005029466257654981","0.0005029466257654981","138:0.008021148502554226;132:0.012429166177707118","138:68;130:68;132:68","138:0.01356847025297278","Yes"
"132","200.37357327304585","168.98458227406906","0.004150390625","0.00390625","0.00439453125","2280","0.0002263748405795442","32","0.0002263748405795442","0","0.0002263748405795442","0.0002263748405795442","133:0.0017436557909008277;131:0.012429166177707118","133:68;131:68","133:0.006157614565515057","Yes"
"133","216.54143553617595","117.05355239687078","0.007080078125","0.00439453125","0.009765625","2280","0.0002359598463956181","32","0.0002359598463956181","0","0.0002359598463956181","0.0002359598463956181","132:0.0017436557909008277;134:0.001903115652526599;119:0.05279818761493199","132:68;134:68;119:68","132:0.006157614565515057;134:0.002915356650180584;119:0.012564479710258397","Yes"
"134","302.12798989046","179.76860109097217","0.002197265625","0.00244140625","0.001953125","2280","0.0001560462097461875","32","0.0001560462097461875","0","0.0001560462097461875","0.0001560462097461875","133:0.001903115652526599;135:0.0020996398759639268","133:68;135:68","133:0.002915356650180584;135:0.0024860790135051714","Yes"
"135","160.5118907197352","200.37436079290305","0.00732421875","0.01220703125","0.00244140625","2280","0.00024281869525023353","32","0.00024281869525023353","0","0.00024281869525023353","0.00024281869525023353","134:0.0020996398759639268;139:0.0012813476776076527","134:68;139:68","134:0.0024860790135051714;139:0.0036391122059858394","Yes"
"136","196.97702201748905","235.996938850997","0.009521484375","0.0146484375","0.00439453125","2280","0.0002889761610811948","32","0.0002889761610811948","0","0.0002889761610811948","0.0002889761610811948","123:0.0017210298263530543;143:0.0014436691847500571","123:68;143:68","123:0.0019681363167139976;143:0.004294547525248826","Yes"
"137","346.43964727274596","13.644108878948035","0.011962890625","0.01123046875","0.0126953125","2280","0.00012381628207876967","32","0.00012381628207876967","0","0.00012381628207876967","0.00012381628207876967","147:0.0030209077625938108;127:0.0012840604498076946","147:68;127:68","147:0.0026959013166873436;127:0.004938739379493184","Yes"
"138","282.9210616371132","59.57545676549265","0.01513671875","0.021484375","0.0087890625","2280","0.0002505542160299292","32","0.0002505542160299292","0","0.0002505542160299292","0.0002505542160299292","151:0.001532786869989644;131:0.008021148502554226","151:68;131:68","151:0.0015064762071748672;131:0.01356847025297278","Yes"
"139","287.86858760983677","19.44673399346","0.00341796875","0.00439453125","0.00244140625","2280","0.00026456813205245926","32","0.00026456813205245926","0","0.00026456813205245926","0.00026456813205245926","155:0.0012510115046178438;135:0.0012813476776076527","155:68;135:68","155:0.0015632945069050386;135:0.0036391122059858394","Yes"
"140","275.87374998988525","366.7223166468365","0.009521484375","0.01025390625","0.0087890625","2280","0.00031600521340181435","32","0.00031600521340181435","0","0.00031600521340181435","0.00031600521340181435","141:0.0011648279013145024","141:68","141:0.0013553536846838965","Yes"
"141","348.9849412853129","167.22470116639923","0.003662109375","0.0068359375","0.00048828125","2280","0.00018633274071803077","32","0.00018633274071803077","0","0.00018633274071803077","0.00018633274071803077","140:0.0011648279013145024;142:0.0010645453266292793","140:68;142:68","140:0.0013553536846838965;142:0.0015557282864357147","Yes"
"142","356.24887305700935","234.8889961088909","0.007568359375","0.0107421875","0.00439453125","2280","0.0001944537319039026","32","0.0001944537319039026","0","0.0001944537319039026","0.0001944537319039026","143:0.0021090798854472015;141:0.0010645453266292793","143:68;141:68","143:0.0037984728248111055;141:0.0015557282864357147","Yes"
"143","67.78558587400822","35.59515736091558","0.0068359375","0.0126953125","0.0009765625","2280","0.0003204604589243573","32","0.0003204604589243573","0","0.0003204604589243573","0.0003204604589243573","142:0.0021090798854472015;144:0.0015474994227051841;136:0.0014436691847500571","142:68;144:68;136:68","142:0.0037984728248111055;144:0.003691752163463541;136:0.004294547525248826","Yes"
"144","246.92800895725588","274.23289839384967","0.005126953125","0.00439453125","0.005859375","2280","0.0001491558387594115","32","0.0001491558387594115","0","0.0001491558387594115","0.0001491558387594115","145:0.005554118565033239;143:0.0015474994227051841","145:68;143:68","143:0.003691752163463541","Yes"
"145","272.2881691937272","125.41327585106733","0.01806640625","0.0185546875","0.017578125","2280","0.0011852186292476991","32","0.0011852186292476991","0","0.0011852186292476991","0.0011852186292476991","144:0.005554118565033239","144:68;146:68","","Yes"
"146","","","0.4833984375","0.486328125","0.48046875","2280","","32","","0","","","","145:68;147:68","","Yes"
"147","169.6095259798022","58.24263028097659","0.00439453125","0.00537109375","0.00341796875","2280","0.0016458044689840517","32","0.0016458044689840517","0","0.0016458044689840517","0.0016458044689840517","148:0.0018916202216090194;137:0.0030209077625938108","148:68;137:68;146:68","148:0.004845548225268115;137:0.0026959013166873436","Yes"
"148","247.54275569377594","208.58510410206802","0.00390625","0.00634765625","0.00146484375","2280","0.003918487213034385","32","0.003918487213034385","0","0.003918487213034385","0.003918487213034385","147:0.0018916202216090194;149:0.002809287684331807","147:68;149:68","147:0.004845548225268115;149:0.0014490910958370185","Yes"
"149","272.4453397291549","258.0580944678762","0.004638671875","0.00537109375","0.00390625","2280","0.0003378853255276547","32","0.0003378853255276547","0","0.0003378853255276547","0.0003378853255276547","150:0.003032730964964203;148:0.002809287684331807","150:68;148:68","150:0.0057138683259736756;148:0.0014490910958370185","Yes"
"150","318.1076318163033","375.7398673929532","0.021240234375","0.017578125","0.02490234375","2280","0.00020607727279551644","32","0.00020607727279551644","0","0.00020607727279551644","0.00020607727279551644","149:0.003032730964964203;151:0.0018581878640550609","149:68;151:68","149:0.0057138683259736756;151:0.0022483873677698607","Yes"
"151","341.73488693627723","227.23918734020788","0.004150390625","0.00439453125","0.00390625","2280","0.00015830474641724554","32","0.00015830474641724554","0","0.00015830474641724554","0.00015830474641724554","138:0.001532786869989644;152:0.0016298930879782014;150:0.0018581878640550609","138:68;152:68;150:68","138:0.0015064762071748672;152:0.00146391592108025;150:0.0022483873677698607","Yes"
"152","409.13807543771725","74.88882098011182","0.005126953125","0.005859375","0.00439453125","2280","0.00019335061759928105","32","0.00019335061759928105","0","0.00019335061759928105","0.00019335061759928105","151:0.0016298930879782014;153:0.0027415106305905823","151:68;153:68","151:0.00146391592108025;153:0.0026793690219768795","Yes"
"153","294.9093605958858","190.34877434412732","0.007568359375","0.00732421875","0.0078125","2280","0.0001926688179020677","32","0.0001926688179020677","0","0.0001926688179020677","0.0001926688179020677","152:0.0027415106305905823;154:0.004251970710711234","152:68;154:68","152:0.0026793690219768795;154:0.017388680518603844","Yes"
"154","260.32402017584343","140.6612345582537","0.003662109375","0.0048828125","0.00244140625","2280","0.0002887126253341171","32","0.0002887126253341171","0","0.0002887126253341171","0.0002887126253341171","153:0.004251970710711234;155:0.002746235570723149","153:68;155:68","153:0.017388680518603844;155:0.022494618831757796","Yes"
"155","269.24904203615716","182.34108793791304","0.00732421875","0.0048828125","0.009765625","2280","0.00023402244708031135","32","0.00023402244708031135","0","0.00023402244708031135","0.00023402244708031135","139:0.0012510115046178438;154:0.002746235570723149","139:68;154:68","139:0.0015632945069050386;154:0.022494618831757796","Yes"
